vendor_id,vendor_name,risk_category
V04757,Brooks-Bell,Low
V04758,Eaton-Wiggins,Low
V04759,George LLC,Low
V04760,"Arnold, Williams and Jarvis",Low
V04761,Jones-Rivera,High
V04762,Weeks-Martin,Medium
V04763,Thomas Ltd,Low
V04764,"Nelson, Johnson and Robinson",Low
V04765,"Watson, West and Cook",Low
V04766,"Stevens, Howell and Mitchell",High
V04767,Solis PLC,Medium
V04768,Stephenson Group,Low
V04769,Gallagher-Johnson,High
V04770,"Chandler, Knight and Jones",Medium
V04771,Fitzpatrick Group,Medium
V04772,Guerrero-Gonzales,Medium
V04773,"Reid, Thomas and Gill",
V04774,Davis Group,High
V04775,Foster-Williams,Low
V04776,Smith-Anderson,Low
V04777,Hudson-Butler,
V04778,Simmons PLC,High
V04779,Mooney-Clark,Medium
V04780,Martin Inc,
V04781,Acosta-Buchanan,Low
V04782,Mcdonald and Sons,Medium
V04783,"Snyder, Miller and Stevens",Low
V04784,Jensen-Krause,High
V04785,Sosa-Scott,
V04786,"Kelley, Valenzuela and Harmon",Low
V04787,"Ortega, Rose and Contreras",High
V04788,"Lawrence, Fleming and Drake",Low
V04789,Perez Inc,Low
V04790,Webb-Murphy,Low
V04791,"Turner, Kaufman and Esparza",Medium
V04792,Crane LLC,Low
V04793,Rodriguez-Hernandez,Medium
V04794,Richard and Sons,Low
V04795,Marshall and Sons,Low
V04796,terry plc,
V04797,Gutierrez-Ross,Low
V04798,"Rivera, Miller and Martin",High
V04799,Fry-Bates,High
V04800,Howe-Brown,High
V04801,Briggs-Moore,Medium
V04802,Good-Cook,Low
V04803,Wilson-Young,High
V04804,Reilly-Sanders,High
V04805,Sullivan and Sons,Medium
V04806,Sanchez-Ballard,High
V04807,Moore-Murphy,Low
V04808,Castaneda-Garcia,Medium
V04809,Hogan Inc,Low
V04810,Fernandez Group,Low
V04811,Michael Ltd,Low
V04812,"Hernandez, Williams and Ruiz",Medium
V04813,anderson llc,Low
V04814,"Jennings, Serrano and Howard",Low
V04815,"Miller, Martin and Collins",High
V04816,Williams PLC,Low
V04817,Mcneil PLC,High
V04818,Underwood and Sons,High
V04819,Prince Group,Medium
V04820,Adams LLC,Low
V04821,"Copeland, Jones and Salazar",Low
V04822,Brown PLC,Low
V04823,Moore-Parsons,Low
V04824,"davis, obrien and barker",Medium
V04825,Long LLC,High
V04826,"Martin, Kennedy and Chavez",High
V04827,"Torres, Valdez and Briggs",Low
V04828,Roman-Young,Low
V04829,Wade-Clark,
V04830,Hernandez-Moore,Low
V04831,Brown Inc,Medium
V04832,Rodriguez Group,High
V04833,Hernandez Inc,Medium
V04834,Townsend-Watts,Low
V04835,"Allen, Olson and Ortiz",Low
V04836,"Barnett, Powers and Daniel",Low
V04837,Pineda-Clark,Low
V04838,Douglas-Diaz,Medium
V04839,Lee-Jones,High
V04840,Randall LLC,High
V04841,Lopez-Jimenez,Low
V04842,"Levy, Bowers and Huffman",Medium
V04843,Anderson-Murphy,Low
V04844,"Henderson, Edwards and Sexton",Low
V04845,"Parrish, White and Booth",Medium
V04846,Best Group,High
V04847,Tucker LLC,
V04848,Williams and Sons,Medium
V04849,Hunt Group,Medium
V04850,Solomon-Le,Medium
V04851,Johnson-Smith,Medium
V04852,Dawson-Mcbride,Medium
V04853,Rogers-Garcia,Medium
V04854,"Harris, Hernandez and Becker",Low
V04855,"Manning, Hill and Myers",
V04856,"Chaney, Salazar and Salazar",High
V04857,Carrillo-Simon,Medium
V04858,Gibson Ltd,Low
V04859,"Payne, Ryan and Campos",
V04860,Mitchell Inc,
V04861,Lawrence-Hanna,Low
V04862,Wells Group,Medium
V04863,Sloan-Lynch,High
V04864,Leblanc PLC,High
V04865,Cole LLC,High
V04866,"Phelps, Montoya and Barnett",Medium
V04867,"King, Baker and Schmidt",High
V04868,Walker Group,Medium
V04869,Sanders Group,High
V04870,Benjamin LLC,Medium
V04871,"Olsen, Payne and Butler",Medium
V04872,"Oneill, Oconnor and Wang",Low
V04873,Mack-Alvarado,Low
V04874,Zhang-Lewis,High
V04875,"Tran, Chan and Wyatt",Low
V04876,Castro-Murphy,High
V04877,"Douglas, Smith and Jordan",Low
V04878,Lucas-Potts,Medium
V04879,Garcia Ltd,Low
V04880,"Scott, Sandoval and Powers",Medium
V04881,martin-simmons,
V04882,"Martin, Davis and Huynh",Medium
V04883,Cuevas-Holt,Low
V04884,"Jones, Mcgrath and Marks",Low
V04885,Mckay Inc,Low
V04886,Sanford-Wilson,Medium
V04887,Morgan-Mason,Low
V04888,"Marshall, Martinez and Contreras",Low
V04889,Floyd-Kelly,High
V04890,Gomez Group,High
V04891,Gardner LLC,High
V04892,"Smith, Sloan and Brock",Low
V04893,Gay and Sons,Low
V04894,Peterson PLC,Low
V04895,"Nichols, Mendoza and Middleton",Low
V04896,"Bell, Peterson and Price",Medium
V04897,Garcia-Hunt,Low
V04898,Lewis-Lee,High
V04899,"Webb, Willis and Terry",High
V04900,"Perez, Sandoval and Durham",High
V04901,Grant-Ellis,Medium
V04902,Day-Gonzalez,High
V04903,Johnson and Sons,Medium
V04904,Duncan Inc,Low
V04905,"Peck, Wong and Perry",Low
V04906,Montes Group,Low
V04907,Anderson Inc,Medium
V04908,"Meyer, Miranda and Watkins",High
V04909,Snyder-Ferrell,Low
V04910,"juarez, wilson and cochran",High
V04911,"Stewart, Collins and Short",Low
V04912,williams-rodriguez,Low
V04913,Ortega-Murillo,Low
V04914,"Green, Gray and Hernandez",Low
V04915,Atkinson-Zavala,Medium
V04916,"Cox, Jimenez and Rodgers",Medium
V04917,Johnson-Zavala,Medium
V04918,Lopez-Davis,Medium
V04919,Velazquez PLC,Low
V04920,"York, Cox and Davis",Medium
V04921,Tate-Flores,High
V04922,White and Sons,Low
V04923,"Mcbride, Hall and Hill",Low
V04924,"Fischer, Durham and Miller",High
V04925,"Dunn, Ray and Vaughn",Low
V04926,Escobar-Barrett,Medium
V04927,Woodard Inc,Medium
V04928,Ellison-Fisher,Medium
V04929,"Cook, Figueroa and Taylor",Medium
V04930,Rush PLC,High
V04931,Rodriguez Group,High
V04932,Harrison LLC,Low
V04933,Weaver-Baker,Medium
V04934,"Ayers, Jacobson and Wright",High
V04935,Jackson-Wong,Medium
V04936,"Haynes, Garcia and Burnett",Low
V04937,Robinson-Erickson,Low
V04938,Rojas Ltd,Low
V04939,"Allen, Russell and Maldonado",High
V04940,Ray-Blair,Medium
V04941,Vasquez and Sons,Medium
V04942,Jordan PLC,High
V04943,"Price, Bryan and Carter",High
V04944,Sullivan PLC,Medium
V04945,Bartlett-Roberts,Medium
V04946,Jensen Inc,Low
V04947,"Fisher, Wong and Jimenez",Low
V04948,Sullivan and Sons,High
V04949,"King, Anderson and Lopez",Low
V04950,"Carpenter, Coffey and Wright",High
V04951,"Williams, Bolton and Mcgee",Medium
V04952,"Jones, Foster and Sanford",Medium
V04953,Chung-Andrews,Low
V04954,"Clark, Rodriguez and Horton",Low
V04955,Rodriguez-Clark,High
V04956,Thomas Ltd,Low
V04957,Melton LLC,High
V04958,Gray-Stone,High
V04959,Ramos-Harris,Medium
V04960,"Thomas, Price and Lopez",Medium
V04961,"Hodge, Bates and Burns",High
V04962,Kim-King,Medium
V04963,Ford-Brown,Low
V04964,Goodman PLC,Low
V04965,Harris-Rodriguez,Medium
V04966,Taylor-Ramirez,Medium
V04967,Hammond-Kennedy,Low
V04968,"Brown, Gibson and Turner",High
V04969,Cole Ltd,High
V04970,Franco-Stuart,Medium
V04971,Martin-Walker,High
V04972,Smith and Sons,Low
V04973,"Tucker, Robinson and Fry",Low
V04974,"May, Thomas and Adams",High
V04975,Boyd-Vaughn,Low
V04976,Atkins-Black,Low
V04977,Francis-Smith,High
V04978,"Krueger, Rodriguez and Roach",High
V04979,Pacheco-Todd,Medium
V04980,"Velazquez, Foley and Andrews",High
V04981,"Weeks, Burton and Madden",Medium
V04982,Hernandez Inc,
V04983,Mack-Carrillo,High
V04984,Bradley-Smith,Medium
V04985,Lopez Ltd,High
V04986,Le-Coleman,High
V04987,"Ballard, Willis and Fuller",High
V04988,"Wilkinson, Guzman and Elliott",High
V04989,James PLC,Low
V04990,Zamora LLC,Low
V04991,Hodge LLC,Medium
V04992,Blake-Patel,High
V04993,Perez-Bernard,Medium
V04994,Norris Inc,Low
V04995,"Huang, Hall and Delacruz",Medium
V04996,Mcdonald PLC,High
V04997,"Jones, Becker and Daugherty",High
V04998,Higgins-Walker,Low
V04999,Robinson Inc,Low
V05000,Scott PLC,
